Aviso;Clase de aviso;Ubicac.técnica;Denominación;Descripción;Fecha de aviso;Hora del aviso;Código averia;TextoCódProblem;Falla de Equipo;Repercusión;Inicio avería;Hora in.avería;Fin de avería;Hora fin avería;Duración falla;Cód.parte obj.;TextoCódPartObj;Causas avería;Txt. cód. mot.;Status sistema;Status usuario;Orden;Fecha de cierre;Ce.emplazam.
10012837;M2;DAL-QP-ENVA-FL1210A;Llenadora de vasos;FALLA EN LA LLENADORA;28/11/2020;20:01:14;PIN;Paro inesperado;X;3;28/11/2020;6:00:00 p. m.;29/11/2020;12:00:00 p. m.;18,00;ZOT;Otro;ZOT;Otro;METR ORAS;CREA;10030573;;CEGD
10012835;M2;DAL-SV-SVAP-B9100A;Caldera A para generación de vapor;la trampa del manifor de caldera A;28/11/2020;6:29:37;FEX;Fuga externa;;1;28/11/2020;6:29:37 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;MECE ORAS;CREA RSHA;10030618;15/06/2021;CEGD
10012836;M2;COL-P1-EDIL-M1200;Máquina descremadora (Frautech);Descremadora FRAUteh bajo nivel aceite;28/11/2020;8:04:37;FEX;Fuga externa;;2;28/11/2020;8:04:37 a. m.;30/11/2020;9:00:00 a. m.;0,00;EMP;Empaquetadura;DES;Deterioro esperado;METR ORAS;CREA;10030589;;CEGS
10012826;M2;DAL-SV-LIMP-NV97087;Válvula de zona;Deterioro;27/11/2020;9:52:18;ZOT;Otro síntoma;;;27/11/2020;9:52:18 a. m.;;12:00:00 a. m.;0,00;CON;Conexión / Terminal;ZOT;Otra;METR ORAS;CREA;10030624;;CEGD
10012828;M2;DAL-SV-SVAP;Sistema de Vapor;FUGA DE AIRE EN MANGUERA DE FUNDIDORA;27/11/2020;9:59:56;FEX;Fuga externa;X;1;27/11/2020;9:59:56 a. m.;27/11/2020;10:30:00 a. m.;0,50;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030567;;CEGD
10012829;M2;DAL-QP-PPRE-BD1130B;Mezclador B materia prima (Blender);CORREA DEL MEZCLADOR;27/11/2020;10:03:05;PIN;Paro inesperado;X;2;27/11/2020;7:00:00 a. m.;27/11/2020;8:08:00 a. m.;1,13;COR;Correa;CCO;Causas combinadas;METR ORAS;CREA;10030565;;CEGD
10012832;M2;DAL-QP-ENVA-FL1210A;Llenadora de vasos;CAMBIO DE CORREA;27/11/2020;17:29:11;NAS;No arranca bajo solicitud;;1;27/11/2020;5:29:11 p. m.;;12:00:00 a. m.;0,00;COR;Correa;ZOT;Otro;METR ORAS;CREA;10030570;;CEGD
10012831;M2;DAL-QP-EMPA-ET1340;Colocadora de mangas;Cuchilla en mal estado;27/11/2020;16:50:02;NCE;No corta la etiqueta;X;3;27/11/2020;4:50:02 p. m.;28/11/2020;12:00:00 p. m.;19,17;CUC;Cuchilla;DCU;Deterioro de cuchilla;METR ORAS;CREA;10030569;;CEGD
10012827;M2;DAL-OP-QANA-FD3230A;Fundidora A para quesos análogos;FUNDIDORA DE 1500 LB;27/11/2020;9:55:37;ZOT;Otro síntoma;X;3;27/11/2020;9:55:37 a. m.;27/11/2020;2:00:00 p. m.;4,07;EJE;Eje;CCO;Causas combinadas;METR ORAS;CREA;10030564;;CEGD
10012825;M2;DAL-SV-LIMP-NV97086;Válvula de zona;fuga de aire;27/11/2020;8:33:37;FEX;Fuga externa;;1;27/11/2020;8:33:37 a. m.;;12:00:00 a. m.;0,00;RAC;Racor;ZOT;Otra;METR ORAS;CREA;10030561;;CEGD
10012824;M2;COL-AX-AUTO-X8007;Montacarga llenaje/embalaje;Completar nivel de aceite-Montacargas 7;27/11/2020;8:08:57;BNA;Bajo nivel de aceite;;2;27/11/2020;8:08:57 a. m.;27/11/2020;8:45:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030559;;CEGS
10012814;M1;DAL-SV-ELEC-GM9601;Motor de generador G9601;Generador de 1000kva;26/11/2020;13:46:08;PMS;Problemas menores de servicio;;;26/11/2020;1:50:31 p. m.;;12:00:00 a. m.;0,00;FCO;Filtro de combustible;DES;Deterioro esperado;METR ORAS;CREA;10030554;;CEGD
10012813;M2;DAL-QN-EMPA;Empacado;no pesa;26/11/2020;10:15:18;NAS;No arranca bajo solicitud;X;1;26/11/2020;10:15:18 a. m.;11/12/2020;12:55:00 p. m.;362,66;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10030555;;CEGD
10012821;M2;DAL-QP-PPRE-BDM1130B;Motor de mezclador BD1130B;FALLA BLEND 1000;26/11/2020;23:26:37;NAS;No arranca bajo solicitud;X;2;26/11/2020;11:10:00 p. m.;27/11/2020;1:10:00 a. m.;2,00;ZOT;Otro;DES;Deterioro esperado;MECE;CREA;;22/03/2021;CEGD
10012819;M2;DAL-QP-EMPA-CY1303;Transp. de túnel enf. a secador de vasos;TRANSPORTE SALIDA DEL TUNEL ENFRIAMIENTO;26/11/2020;18:07:19;CRO;Cinta rota / deteriorada;X;3;26/11/2020;12:25:00 p. m.;26/11/2020;12:45:00 p. m.;0,33;CAD;Cadena;DES;Deterioro esperado;METR ORAS;CREA;10030562;;CEGD
10012818;M2;DAL-QN-COAG-PK2460;Empacadora de vacío;fuga de aire;26/11/2020;16:21:48;FEX;Fuga externa;;2;26/11/2020;4:21:48 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10030557;;CEGD
10012817;M2;DAL-SV-SREF-PM9400A;Motor bomba aceite compresor amoniaco A;ruido leve por rodamiento en motor;26/11/2020;16:11:48;VIB;Vibración anormal;;;26/11/2020;4:11:48 p. m.;;12:00:00 a. m.;0,00;ROD;Rodamiento;DES;Deterioro esperado;METR ORAS;CREA;10030815;;CEGD
10012816;M2;DAL-SV-SREF-KM9400B;Motor compresor B tornillo amoníaco;ruido leve por rodamiento;26/11/2020;16:07:13;RUI;Ruido anormal;;;26/11/2020;4:07:13 p. m.;;12:00:00 a. m.;0,00;ROD;Rodamiento;DES;Deterioro esperado;METR ORAS;CREA;10030814;;CEGD
10012811;M2;DAL-SV-ELEC-GM9600;Motor de generador G9600;Preventivo Gen-9600;26/11/2020;10:22:25;ZOT;Otro síntoma;;;26/11/2020;10:22:25 a. m.;;12:00:00 a. m.;0,00;ZNA;No aplica;ZOT;Otra;METR ORAS;CREA;10030550;;CEGD
10012812;M2;DAL-SV-ELEC-GM9601;Motor de generador G9601;radiador presenta fuga;26/11/2020;10:52:19;FEX;Fuga externa;;;26/11/2020;10:52:19 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030648;;CEGD
10012815;M2;COL-P2-EVAP-HG2160;Homogeneizador de materia prima;Ruido anormal Homogenizador Gaulin;26/11/2020;14:21:35;RUI;Ruido anormal;X;2;26/11/2020;2:21:35 p. m.;26/11/2020;5:00:00 p. m.;2,64;FLU;Filtro de lubricante;DES;Deterioro esperado;METR ORAS;CREA;10030560;;CEGS
10012810;M2;COL-AX-AACO-AA8012;Compacto n°1 sal llnje sal fab n°2;Aire congelado;26/11/2020;9:03:30;CON;Congelado;;1;26/11/2020;9:03:30 a. m.;26/11/2020;11:03:30 a. m.;0,00;EVA;Evaporador;CDE;Causa desconocida;METR ORAS;CREA;10030539;;CEGS
10012820;M2;PAR-MS-EMPA-FL1310B;Llenadora B de producto 80/90gr (sachet);FALLA EN TORNILLO DOSIFICADOR #2;26/11/2020;19:17:37;SDE;Sellado deficiente;X;3;26/11/2020;6:50:00 p. m.;26/11/2020;7:10:00 p. m.;0,33;CNE;Cilindro neumático;ZOT;Otra;METR ORAS;CREA;10030558;;CEPF
10012798;M2;DAL-QP-EMPA-ET1320;Etiquetadora de papel;racor para esplendi;25/11/2020;10:39:06;FEX;Fuga externa;X;;25/11/2020;10:39:06 a. m.;25/11/2020;11:00:00 a. m.;0,35;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030521;;CEGD
10012803;M2;DAL-QP-EMPA-ET1320;Etiquetadora de papel;FALLA EN ETIQUETADORA DE PAPEL;25/11/2020;11:08:21;PSI;Problema de sincronización;X;2;25/11/2020;2:00:00 a. m.;25/11/2020;1:32:00 p. m.;11,53;SET;Sensor de etiquetas;CDE;Causa desconocida;METR ORAS;CREA;10030528;;CEGD
10012809;M2;DAL-QP-EMPA-CY1370;Transp. horno envoltura de cajas HN1370;HORNO RETRACTIL;25/11/2020;22:27:54;PIN;Paro inesperado;X;3;25/11/2020;9:45:00 p. m.;25/11/2020;10:45:00 p. m.;1,00;ETR;Elemento de transporte;EOP;Error operacional;METR ORAS;CREA;10030537;;CEGD
10012808;M2;DAL-SV-ELEC-GM9601;Motor de generador G9601;Generador de 1000kva;25/11/2020;17:32:56;FEX;Fuga externa;;;25/11/2020;5:32:56 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030535;;CEGD
10012806;M2;DAL-OP-QANA-ZM3250A;Motor de tornillo sin fin de hiladora;No posee ventilador;25/11/2020;15:34:08;NAS;No arranca bajo solicitud;;1;25/11/2020;3:34:08 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10030638;;CEGD
10012807;M2;DAL-OP-QANA-NV3250;Válvula de inyección de vapor hiladora;Fuga;25/11/2020;15:39:17;FEX;Fuga externa;;1;25/11/2020;3:39:17 p. m.;;12:00:00 a. m.;0,00;CON;Conexión / Terminal;ZOT;Otra;METR ORAS;CREA;10030552;;CEGD
10012800;M2;COL-P1-EVAP-P1312;Bomba recirculación agua torre respaldo;Impeler de bomba deteriorado buje dañado;25/11/2020;10:46:18;PIN;Paro inesperado;;2;25/11/2020;10:46:18 a. m.;26/11/2020;6:00:00 p. m.;0,00;IMP;Impulsor;CCO;Causas combinadas;METR ORAS;CREA;10030551;;CEGS
10012802;M2;COL-PC-FLEX-FL3110A;Llenadora y formadora A de empaques;Boquilla Malla.;25/11/2020;10:49:27;PDL;Problemas de llenado;;2;25/11/2020;10:49:27 a. m.;25/11/2020;1:00:00 p. m.;0,00;BQS;Boquilla de salida;DES;Deterioro esperado;METR ORAS;CREA;10030549;;CEGS
10012799;M2;COL-PC-FLEX-Z3111A;Rechazador A de producto no conforme;Calibración de la balanza Garvens A;25/11/2020;10:44:11;FOP;Falsa operación;;2;25/11/2020;10:44:11 a. m.;25/11/2020;11:00:00 a. m.;0,00;CCA;Celda de carga;CCO;Causas combinadas;METR ORAS;CREA;10030536;;CEGS
10012797;M2;COL-AX-AUTO-X8006;Montacarga materia prima;Completar nivel de aceite-Montacargas 6;25/11/2020;10:15:43;BNA;Bajo nivel de aceite;;2;25/11/2020;10:15:43 a. m.;25/11/2020;12:15:00 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030520;;CEGS
10012775;M1;COL-AX-EDIF-ED8003;Áreas verdes;Reparar alumbrado de planta tratamiento;24/11/2020;11:39:29;FIL;Falla de iluminación;;;24/11/2020;11:41:57 a. m.;24/11/2020;3:00:00 p. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030490;;CEGS
10012780;M1;COL-SV-ELEC-GM9600;Motor de generador G9600;SERVICIO MANTENIMIENTO Y CAMBIO DE ACEIT;24/11/2020;14:35:07;PMS;Problemas menores de servicio;;;24/11/2020;6:00:00 a. m.;24/11/2020;8:00:00 a. m.;0,00;RLU;Reservorio de lubricante;DES;Deterioro esperado;METR ORAS;CREA;10030498;;CEGS
10012781;M1;COL-SV-ELEC-GM9602;Motor de generador G9602;SERVICIO MANTENIMIENTO Y CAMBIO DE ACEIT;24/11/2020;14:40:14;PMS;Problemas menores de servicio;;;24/11/2020;6:00:00 a. m.;24/11/2020;8:00:00 a. m.;0,00;RLU;Reservorio de lubricante;DES;Deterioro esperado;METR ORAS;CREA;10030499;;CEGS
10012771;M2;DAL-OP-DULC;Dulce de Leche;FUGA DE LIQUIDO POR TUBERIA DE PASILLO;24/11/2020;9:58:35;FEX;Fuga externa;;1;24/11/2020;9:58:35 a. m.;;12:00:00 a. m.;0,00;ZNA;No aplica;CCO;Causas combinadas;METR ORAS;CREA;10030505;;CEGD
10012791;M2;DAL-QN-COAG-Z2440C;Movilizador de liras tina term. Q2440C;limpieza general;24/11/2020;16:38:36;PMS;Problemas menores de servicio;;1;24/11/2020;4:38:36 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;MIN;Mantenimiento inadecuado;METR ORAS;CREA;10030511;;CEGD
10012793;M2;DAL-QN-MEZC-AM2210;Motor agitador tanque procesador A2210;Corrosion;24/11/2020;16:43:56;DES;Deficiencia estructural;;1;24/11/2020;4:43:56 p. m.;;12:00:00 a. m.;0,00;CAR;Carcasa;DES;Deterioro esperado;METR ORAS;CREA;10030553;;CEGD
10012788;M2;DAL-SV-SREF-E9430A;Enfriador de agua (sistema +5);se requiere manometro en sv;24/11/2020;16:09:22;PME;Problema de medición;;;24/11/2020;4:09:22 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030504;;CEGD
10012778;M2;DAL-QP-ENVA-FL1210A;Llenadora de vasos;Falla en la Llenadora;24/11/2020;12:30:11;DDP;Desbordamiento de producto;X;2;24/11/2020;12:30:11 p. m.;24/11/2020;3:55:00 p. m.;3,41;SNV;Sensor de nivel;ZOT;Otro;METR ORAS;CREA RTEM;10030503;;CEGD
10012795;M2;DAL-QP-ENVA-FL1210A;Llenadora de vasos;cable de sensor varillas de nivel;24/11/2020;17:50:04;ZOT;Otro;;2;24/11/2020;5:50:04 p. m.;;12:00:00 a. m.;0,00;SNV;Sensor de nivel;ZOT;Otro;METR ORAS;CREA;10030506;;CEGD
10012782;M2;DAL-QP-ENVA-CY1220;Transport. metálico de tapadora TP1220;ALTA HUMEDAD EN MOTOR ELECTRICO;24/11/2020;14:52:45;PIN;Paro inesperado;X;;24/11/2020;9:30:00 a. m.;24/11/2020;12:00:00 p. m.;2,50;ESR;Estructura;EOP;Error operacional;METR ORAS;CREA;10030500;;CEGD
10012785;M2;DAL-QN-RALM-E2101;Enfriador de suero de recibo;Averiados;24/11/2020;15:07:33;PME;Problema de medición;;1;24/11/2020;3:07:33 p. m.;;12:00:00 a. m.;0,00;IME;Instrumento de medición;MIN;Mantenimiento inadecuado;METR ORAS;CREA;10030650;;CEGD
10012786;M2;DAL-QN-RALM-E2141;Enfriador de leche cruda;Golpeada y con oxido;24/11/2020;15:11:16;PME;Problema de medición;;1;24/11/2020;3:11:16 p. m.;;12:00:00 a. m.;0,00;IME;Instrumento de medición;CDE;Causa desconocida;METR ORAS;CREA;10031254;;CEGD
10012787;M2;DAL-QN-RALM-E2143;Enfriador agua de empuje;instrumentos averiados;24/11/2020;15:23:53;PME;Problema de medición;;1;24/11/2020;3:23:53 p. m.;;12:00:00 a. m.;0,00;IME;Instrumento de medición;CDE;Causa desconocida;METR ORAS;CREA;10030649;;CEGD
10012789;M2;DAL-QN-COAG-Z2440A;Movilizador de liras tina term. Q2440A;limpieza y engrace;24/11/2020;16:28:33;PMS;Problemas menores de servicio;;1;24/11/2020;4:28:33 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;MIN;Mantenimiento inadecuado;METR ORAS;CREA;10030532;;CEGD
10012790;M2;DAL-QN-COAG-Z2440B;Movilizador de liras tina term. Q2440B;Limpieza y engrace;24/11/2020;16:35:56;PMS;Problemas menores de servicio;;1;24/11/2020;4:35:56 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;MIN;Mantenimiento inadecuado;METR ORAS;CREA;10030533;;CEGD
10012792;M2;DAL-QN-COAG-ZM2440C;Motor de movilizador liras tina term. C;no enciende;24/11/2020;16:40:57;NAS;No arranca bajo solicitud;X;1;24/11/2020;4:45:00 p. m.;24/11/2020;6:45:00 p. m.;2,00;ZOT;Otro;MIN;Mantenimiento inadecuado;METR ORAS;CREA;10030639;;CEGD
10012794;M2;DAL-QN-COAG-P2450A;Bomba de vacío de torre Z2450A;deterioro;24/11/2020;17:08:32;DES;Deficiencia estructural;;1;24/11/2020;5:08:32 p. m.;;12:00:00 a. m.;0,00;CAR;Carcasa;DES;Deterioro esperado;METR ORAS;CREA;10030556;;CEGD
10012773;M2;DAL-OP-DULC-P3311;Bomba transf. de enfriadores a llenadora;ORING DE BOMBA DE DESCARGA DE ENF. DDL;24/11/2020;11:13:12;FEX;Fuga externa;X;3;24/11/2020;10:00:00 a. m.;24/11/2020;10:30:00 a. m.;0,50;SEL;Sello;DES;Deterioro esperado;METR ORAS;CREA;10030489;;CEGD
10012783;M2;DAL-LD-ENVA-FL4200A;Llenadora A de producto;Envasadora;24/11/2020;14:53:07;BPM;Borde de película movido;;;24/11/2020;2:53:07 p. m.;;12:00:00 a. m.;0,00;TOR;Tornillo;ZOT;Otra;METR ORAS;CREA;10030501;;CEGD
10012784;M2;DAL-LD-ENVA-FL4200A;Llenadora A de producto;Envasadora;24/11/2020;14:59:16;PCO;Problemas de corte;;;24/11/2020;2:59:16 p. m.;;12:00:00 a. m.;0,00;RSI;Resistencia;BTS;Baja temperatura de sellado;METR ORAS;CREA;10030502;;CEGD
10012770;M2;COL-P1-EVAP-NV1320;Válvula de entrada a tanque de balanceo;Valvula de recirculacion del evaporador;24/11/2020;8:17:01;FCD;Falla para cerrar en demanda;;2;24/11/2020;8:17:01 a. m.;26/11/2020;3:00:00 p. m.;0,00;ACT;Actuador;ASU;Actuador sucio;METR ORAS;CREA;10030525;;CEGS
10012796;M2;COL-PC-FLEX-FL3110B;Llenadora y formadora B de empaques;No arrastra el foil;24/11/2020;19:04:51;PSI;Problema de sincronización;;3;24/11/2020;7:04:51 p. m.;24/11/2020;8:00:00 p. m.;0,00;COR;Correa;CCO;Causas combinadas;METR ORAS;CREA;10030527;;CEGS
10012776;M2;COL-SV-ACOM-K9300B;Compresor B de aire;Completar nivel de aceite-Comp.Aire B;24/11/2020;11:58:18;FEX;Fuga externa;;2;24/11/2020;11:58:18 a. m.;24/11/2020;1:00:00 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030493;;CEGS
10012777;M2;COL-SV-SREF-K9400A;Compresor A de pistón para amoníaco;Completar nivel de aceite-C.Amoniaco;24/11/2020;12:03:51;ZOT;Otro síntoma;;2;24/11/2020;12:03:51 p. m.;24/11/2020;2:00:00 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030494;;CEGS
10012774;M2;COL-SV-SREF-P9420A;Bomba de recirculación de agua E9420A;Impeler de bomba deteriorado;24/11/2020;11:18:30;VIB;Vibración anormal;X;1;04/11/2020;11:18:30 a. m.;23/11/2020;3:00:00 p. m.;459,69;IMP;Impulsor;CCO;Causas combinadas;METR ORAS;CREA;10030257;;CEGS
10012779;M2;PAR-MS-EMPA-FL1310D;Llenadora D producto (doypack) 450gr;FRACTURA DE BUJES;24/11/2020;13:12:37;ZOT;Otro síntoma;;2;24/11/2020;1:12:37 p. m.;03/05/2021;10:00:00 a. m.;0,00;ZOT;Otro;ZOT;Otra;METR ORAS;CREA;10030495;;CEPF
10012767;M1;DAL-LD;Larga duración (UHT);Barras y Seccionador uht;23/11/2020;16:19:01;PMS;Problemas menores de servicio;;;23/11/2020;12:00:00 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030534;;CEGD
10012765;M2;DAL-SV-SVAP;Sistema de Vapor;Reparar fuga de vapor;23/11/2020;16:07:02;FEX;Fuga externa;;;23/11/2020;4:07:02 p. m.;;12:00:00 a. m.;0,00;ZOT;Otro;ZOT;Otra;METR ORAS;CREA;10030548;;CEGD
10012763;M2;DAL-QN-COAG-PK2460;Empacadora de vacío;no sella;23/11/2020;13:36:41;CRO;Cinta rota / deteriorada;X;3;23/11/2020;1:36:41 p. m.;23/11/2020;2:00:00 p. m.;0,39;RSI;Resistencia;DES;Deterioro esperado;METR ORAS;CREA;10030487;;CEGD
10012758;M2;COL-AX-AUTO;Vehículos;Mtto. de rutina de camión cargo 815;23/11/2020;11:44:35;DES;Deficiencia estructural;;1;23/11/2020;11:44:35 a. m.;23/11/2020;3:44:35 p. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030485;;CEGS
10012764;M2;COL-P1-EDIL-NV1240B;Válvula descarga de tanque 2 crema;Valvula del tanque 2;23/11/2020;14:38:26;FAD;Falla para abrir en demanda;;1;23/11/2020;2:38:26 p. m.;23/11/2020;5:00:00 p. m.;0,00;ACT;Actuador;ASU;Actuador sucio;METR ORAS;CREA;10030523;;CEGS
10012768;M2;COL-P1-RALM-Z1110A;Eliminador de aire bahía 1;Realizar arandelas conicas;23/11/2020;17:11:24;FEX;Fuga externa;;1;23/11/2020;5:11:24 p. m.;25/11/2020;5:00:00 p. m.;0,00;CAR;Carcasa;CCO;Causas combinadas;METR ORAS;CREA;10030524;;CEGS
10012762;M2;COL-P1-SECA-Z1450;Termoselladora de sacos;Selladora de sala de sacos;23/11/2020;14:36:36;PDS;Problemas de sellado;;2;23/11/2020;2:36:36 p. m.;23/11/2020;4:00:00 p. m.;0,00;ESR;Estructura;CCO;Causas combinadas;METR ORAS;CREA;10030522;;CEGS
10012760;M2;COL-P1-SECA-BLM1430;Motor de ventilador BL1430;Soldar carcasa del ventilador caliente;23/11/2020;14:32:29;VIB;Vibración anormal;;2;23/11/2020;2:32:29 p. m.;24/11/2020;6:00:00 p. m.;0,00;CAR;Carcasa;CCO;Causas combinadas;METR ORAS;CREA;10030492;;CEGS
10012761;M2;COL-P2-EVAP-HG2160;Homogeneizador de materia prima;Valvula de entrada del homogeneizador;23/11/2020;14:34:47;BPD;Baja presión de descarga;X;2;23/11/2020;2:34:47 p. m.;23/11/2020;5:00:00 p. m.;2,42;VAL;Válvula;CCO;Causas combinadas;METR ORAS;CREA;10030497;;CEGS
10012759;M2;COL-SV-STAP-P9520B;Bomba B de descarga de tanque T9520;Reemplazar acople dañado;23/11/2020;13:32:44;VIB;Vibración anormal;;1;23/11/2020;1:32:44 p. m.;23/11/2020;3:00:00 p. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030486;;CEGS
10012757;M2;PAR-SV-ELEC-GM9600;Motor de generador G9600;FUGA DE ACEITE POR LA ESTOPERA;23/11/2020;11:12:32;FEX;Fuga externa;X;2;23/11/2020;11:12:32 a. m.;;12:00:00 a. m.;0,00;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10030484;;CEPF
10012756;M2;DAL-QP-ENVA-FL1210A;Llenadora de vasos;TORNILLO SIN FIN;22/11/2020;12:53:45;NAS;No arranca bajo solicitud;X;3;22/11/2020;12:53:45 p. m.;22/11/2020;1:36:00 p. m.;0,70;TSF;Tornillo sin fin;TRO;Trancamiento de rodamientos;METR ORAS;CREA;10030463;;CEGD
10012755;M2;DAL-QP-EMPA-ET1340;Colocadora de mangas;falla en colocadora de mangas;22/11/2020;2:54:07;NCE;No corta la etiqueta;X;2;22/11/2020;2:54:00 p. m.;22/11/2020;4:30:00 p. m.;1,60;CUC;Cuchilla;DCU;Deterioro de cuchilla;METR ORAS;CREA;10030462;;CEGD
10012753;M2;DAL-OP-QANA-FD3230A;Fundidora A para quesos análogos;no cierra la tapa;21/11/2020;15:43:07;DES;Deficiencia estructural;X;3;21/11/2020;3:43:07 p. m.;22/11/2020;11:00:00 a. m.;19,28;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10030461;;CEGD
10012750;M2;COL-SV-ELAB-LB9902;Crioscopio;REVISION CRIOSCOPIO. LABORATORIO;21/11/2020;9:44:02;PME;Problema de medición;;1;21/11/2020;9:44:02 a. m.;21/11/2020;11:00:00 a. m.;0,00;ZNA;No aplica;CDE;Causa desconocida;METR ORAS;CREA;10030518;;CEGS
10012752;M2;COL-SV-ELAB-LB9905;Plancha con agitador magnético;REVISION PLANCHA DE CALENTAMIENTO;21/11/2020;10:03:00;NAS;No arranca bajo solicitud;X;1;21/11/2020;10:03:00 a. m.;23/11/2020;5:00:00 p. m.;54,95;ZNA;No aplica;CDE;Causa desconocida;METR ORAS;CREA;10030519;;CEGS
10012751;M2;COL-SV-ELAB-LB9908;Baño de maría (Grasa garber);REVISIÓN. BAÑO DE MARÍA - LECHE EN POLVO;21/11/2020;9:49:38;SCA;Sobrecalentamiento;;1;21/11/2020;9:49:38 a. m.;24/11/2020;5:00:00 p. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030496;;CEGS
10012746;M2;DAL-QN-EMPA-CY2501;Cinta transportadora móvil #1;no se mueve;20/11/2020;8:54:52;CRO;Cinta rota / deteriorada;X;2;20/11/2020;8:54:52 a. m.;22/11/2020;4:30:00 p. m.;55,59;CAD;Cadena;CDE;Causa desconocida;METR ORAS;CREA;10030464;;CEGD
10012749;M2;DAL-OP-QANA-FD3230A;Fundidora A para quesos análogos;SENSOR DE LA COMPUERTA;20/11/2020;14:49:48;NAS;No arranca bajo solicitud;X;3;20/11/2020;2:49:48 p. m.;20/11/2020;3:35:00 p. m.;0,75;ZOT;Otro;CDE;Causa desconocida;METR ORAS;CREA;10030455;;CEGD
10012747;M2;COL-SV-SREF-E9440A;Enfriador A agua helada (cuba de hielo);Fuga de amoniaco del sistema;20/11/2020;12:18:57;FEX;Fuga externa;;1;20/11/2020;12:18:57 p. m.;22/11/2020;5:00:00 p. m.;0,00;HAZ;Haz tubular / Tubo;CCO;Causas combinadas;METR ORAS;CREA;10030526;;CEGS
10012748;M2;COL-P1-EVAP-P1350A2;Bomba descarga condensado primer efecto;Intervencion de bomba efecto 1;20/11/2020;14:32:48;FEX;Fuga externa;X;3;20/11/2020;2:32:48 p. m.;20/11/2020;4:00:00 p. m.;1,45;SEL;Sello;CCO;Causas combinadas;METR ORAS;CREA;10030517;;CEGS
10012745;M2;COL-AX-AUTO-X8007;Montacarga llenaje/embalaje;Completar nivel de aceite-Montacargas 7;20/11/2020;7:52:04;BNA;Bajo nivel de aceite;;2;20/11/2020;7:52:04 a. m.;20/11/2020;10:30:00 a. m.;0,00;ZOT;Otro;CCO;Causas combinadas;METR ORAS;CREA;10030454;;CEGS
10012742;M2;DAL-SV-LIMP-NV97069;Válvula retorno L1 desde ESF-205;Manguera rota;19/11/2020;15:34:05;FEX;Fuga externa;X;;19/11/2020;3:34:05 p. m.;19/11/2020;4:30:00 p. m.;0,93;ZOT;Otro;OIA;Operación incorrecta del actuador;METR ORAS;CREA;10030451;;CEGD
10012743;M2;DAL-QP-EMPA-ET1340;Colocadora de mangas;FALLA EN LA COLOCADORA;19/11/2020;16:35:33;ZOT;Otro;X;2;19/11/2020;4:35:33 p. m.;22/11/2020;10:00:00 a. m.;65,41;TSI;Tornillo sin fin;ZOT;Otro;METR ORAS;CREA;10030452;;CEGD
10012736;M2;COL-AX-AUTO;Vehículos;SERVICIO MANTENIMIENTO Y CAMBIO DE ACEIT;19/11/2020;12:33:32;PMS;Problemas menores de servicio;;1;19/11/2020;12:33:32 p. m.;19/11/2020;3:00:00 p. m.;0,00;ZOT;Otro;DES;Deterioro esperado;METR ORAS;CREA;10030482;;CEGS
10012741;M2;COL-P1-EVAP-E1350B;Evaporador de segundo efecto;Fuga de producto por tuberia;19/11/2020;14:17:25;FEX;Fuga externa;X;3;19/11/2020;2:17:25 p. m.;19/11/2020;4:00:00 p. m.;1,71;HAZ;Haz tubular / Tubo;CCO;Causas combinadas;METR ORAS;CREA;10030516;;CEGS
